"full_name","a","e","i","om","w","q","ad","per_y","data_arc","n_obs_used","H","diameter","albedo","rot_per","BV","UB","IR","moid"
"   129 Antigone","2.868588386950578",".2120347276246057","12.26563051909311","135.6782803081681","111.242585947282","2.260348029656405","3.476828744244751","4.85859340272737","42344","2892","7.07","113","0.151","4.9572",".717",".245","","1.28046"
"   130 Elektra","3.125184921658168",".2087705721120546","22.77951975955743","145.0157629518265","237.4524769438119","2.472738277607626","3.777631565708711","5.52486642677438","45917","2971","7.12","180.652","0.086","5.225",".753",".483","","1.54137"
"   131 Vala","2.432107242773148",".06752329494434263","4.96134877406972","65.66034525365515","160.4478433305197","2.267883348083104","2.596331137463191","3.79299511918257","53226","3100","10.03","31.337","0.246","5.1812",".829",".402","","1.2585"
"   132 Aethra","2.608115354140834",".3897105404205834","24.99469312973466","258.3926160589566","255.1993494422894","1.591705309999388","3.62452539828228","4.21209731134253","53391","2271","9.38","42.87","0.1990","5.1684",".673",".188","",".772763"
"   133 Cyrene","3.06387924387927",".1354922548957423","7.213056375434031","319.0199409620526","290.0113213763751","2.648747336397806","3.479011151360734","5.36309721148648","53328","2809","7.98","72.175","0.279","12.708",".907",".510","","1.64564"
"   134 Sophrosyne","2.562751518889254",".116569376938704","11.60092878443602","345.9774301230593","84.52008651027519","2.264013171083616","2.861489866694891","4.10268290365487","51742","2052","8.76","108","0.0364","17.196",".690",".322","","1.31245"
"   135 Hertha","2.428396219266492",".2069913825319087","2.303799898166181","343.5794855307636","340.1122252892179","1.925739128505261","2.931053310027723","3.78431713634999","49071","2521","8.23","79.24","0.1436","8.403",".698",".269","",".912862"
"   136 Austria","2.286339425807574",".08521459441678242","9.579215943406206","186.4549294902053","132.8848725862256","2.091509938938282","2.481168912676865","3.45715825589453","51977","2580","9.69","36.893","0.201","11.4969",".752",".247","","1.09158"
"   137 Meliboea","3.123351882318637",".2117900491758976","13.43112363536876","202.2212016435389","107.2538483828023","2.46185703356874","3.784846731068534","5.52000632444268","49064","2461","8.05","128.678","0.065","25.676",".689",".326","","1.48853"
"   138 Tolosa","2.448293668395134",".1628483552596215","3.203784713719288","54.75674757101259","260.7307905362152","2.049593071304441","2.846994265485827","3.83092338361483","41435","2659","8.75","52.905","0.273","10.101",".877",".490","","1.03807"
"   139 Juewa","2.782193067473129",".1748124615434269","10.90888224572039","1.829932317142125","165.6002677991845","2.295831048859094","3.268555086087164","4.64075988549828","45439","2285","7.78","151.116","0.052","20.991",".693",".287","","1.30419"
"   140 Siwa","2.733948256762734",".2140709615274515","3.185417940182521","107.179920266971","196.7298818301194","2.148689324671235","3.319207188854231","4.52057457821319","52027","3279","8.34","109.79","0.0676","34.445",".721",".299","","1.1329"
"   141 Lumen","2.664283192188837",".214850230884064","11.89775268421176","318.4958591039678","57.94741700025693","2.091861333206534","3.23670505117114","4.34889357430558","51764","1776","8.4","117.916","0.067","19.87","","","","1.11774"
"   142 Polana","2.418900607987952",".1352155025034936","2.239119873391166","291.2201324605207","292.0148857454028","2.091827746772855","2.745973469203049","3.76214246820715","44342","2989","10.27","54.812","0.047","9.764",".621",".236","","1.08429"
"   143 Adria","2.760357227021468",".07440608234540173","11.44456921581659","332.9838356670437","252.3961036453587","2.554969859884984","2.965744594157953","4.58623322294752","50898","2494","9.12","95.377","0.044","22.005",".738",".336","","1.57591"
"   144 Vibilia","2.655049606299811",".2345040610085264","4.814382009708501","76.19647228603692","294.613670167606","2.032429691443416","3.277669521156207","4.32630528281762","41718","2284","7.91","142.38","0.0597","13.819",".727",".402","","1.03742"
"   145 Adeona","2.674520602821814",".14416551367363","12.63561903700331","77.41042720544661","44.36212880978083","2.2889469662853","3.060094239358327","4.37398333394804","48921","2031","8.13","127.783","0.061","15.071",".701",".352","","1.32302"
"   146 Lucina","2.718078994839548",".06726758034526456","13.10113170287353","83.94558914856999","146.0037424802435","2.535240397669403","2.900917592009693","4.48127208988342","48896","2226","8.20","160.310","0.036","18.557",".703",".405","","1.53188"
"   147 Protogeneia","3.141319918629549",".02552291188297996","1.93384262564795","248.2950357231914","98.27459978843282","3.061144287150117","3.221495550108981","5.56770805039668","49481","2993","8.7","132.93","0.0492","7.8528",".678",".293","","2.05303"
"   148 Gallia","2.771509055809751",".1870509990792412","25.28888440689438","145.0073662191375","252.7594779870914","2.253095517963373","3.28992259365613","4.6140538119232","51194","2882","7.63","97.75","0.1640","20.664",".858",".423","","1.37349"
"   149 Medusa","2.175204880527004",".06477636234809242",".9393766293822899","159.6091740076813","250.9438545192083","2.034303021004647","2.31610674004936","3.20817799593265","46715","2809","10.79","23.719","0.152","26.023",".803",".500","","1.04413"
"   150 Nuwa","2.983200869264735",".1231662968921718","2.201283037295547","206.1452243291688","153.3872713185436","2.615771065311889","3.350630673217581","5.15266547277802","43831","2836","8.23","119.128","0.052","8.1347",".706",".275","","1.61167"
"   151 Abundantia","2.591515989894868",".03327258144499343","6.434814731891269","38.86607466893724","131.8396624729749","2.505289563055088","2.677742416734648","4.17194948744405","49150","2481","9.2","39.037","0.233","9.864",".867",".496","","1.51343"
"   152 Atala","3.137107549856638",".08077999580838197","12.12480521474954","39.89780578336647","59.37311986770086","2.883692015128775","3.3905230845845","5.55651273635235","41813","2203","8.33","58.964","0.257","6.246",".882",".452","","1.92246"
"   153 Hilda","3.979617339257727",".1402350774975094","7.826107946911764","228.1466124589037","38.88490484336313","3.421535393276487","4.537699285238966","7.93907992076854","45312","2603","7.48","170.63","0.0618","5.9570",".669",".243","","2.41041"
"   154 Bertha","3.196321087906202",".0770093641080985","20.97197109892574","36.73368512100772","160.2812407598404","2.950174433441239","3.442467742371164","5.71457322989978","48870","2205","7.58","192.611","0.044","25.224","","","","1.952"
"   155 Scylla","2.755992772459618",".2771384632223007","11.38752736679018","40.99489327661762","45.859914671435","1.992201170848392","3.519784374070845","4.57536044959033","52511","2202","11.39","39.605","0.027","7.9597",".688",".234","","1.02579"
"   156 Xanthippe","2.727097983962977",".2272117418324485","9.781851796061613","241.8287642859265","338.2902577730895","2.10746930087899","3.346726667046964","4.50359486976839","43067","2878","8.64","143.346","0.030","22.37",".713",".315","","1.10239"
"   157 Dejanira","2.580689560222472",".1967756332692591","12.16235296664639","62.05289682438519","46.46539061362166","2.072872737738329","3.088506382706614","4.1458334350457","41918","1725","11.1","19.959","0.173","15.825","","","","1.10915"
"   158 Koronis","2.870949343833034",".05157967746859995","1.005094952536947","277.6990824314507","145.2642766189366","2.722866702649438","3.019031985016631","4.86459284631125","46030","2677","9.27","39.025","0.213","14.218",".859",".394","","1.73552"
"   159 Aemilia","3.102688587251141",".1070181227689404","6.130813712009724","134.1144264458537","333.2562649123209","2.770644679106908","3.434732495395374","5.46531860523352","42125","2850","8.12","125.236","0.064","24.476",".700",".380","","1.78927"
"   160 Una","2.727733591189326",".06697516891848829","3.823882091154225","8.599983548580866","52.36198779092766","2.545043173154786","2.910424009223866","4.50516944698189","44287","2632","9.08","81.24","0.0625","11.033",".718",".363","","1.55919"
"   161 Athor","2.37904160261117",".1377381056837018","9.059606961082011","18.60153212590837","294.8869061962379","2.051356918924789","2.706726286297551","3.66953688347951","43778","2410","9.15","40.992","0.230","7.280",".719",".208","","1.05686"
"   162 Laurentia","3.016771818511975",".1807685925669101","6.091204383446402","35.4888914684534","116.0382606618405","2.471434222784048","3.562109414239904","5.23988669240389","42872","2616","8.83","97.021","0.051","11.8686",".747",".374","","1.48985"
"   163 Erigone","2.367336249086665",".1914099120288673","4.814140690595877","160.0618176877668","298.6514786765254","1.914204625906237","2.820467872267092","3.64248795643202","46363","2846","9.47","69.389","0.027","16.136",".717",".341","",".936616"
"   164 Eva","2.632268987264786",".3464374624738258","24.47402093545683","76.81965579630264","284.0578953649448","1.720352398768226","3.544185575761345","4.27074462372573","44555","2084","8.89","100.254","0.049","13.66",".684",".326","",".880177"
"   165 Loreley","3.12619586021876",".08555339656343111","11.22600610504933","302.4972039788818","346.672434314408","2.858739186054508","3.393652534383012","5.52754742916954","52239","2458","7.65","180.083","0.047","7.226",".722",".291","","1.84314"
"   166 Rhodope","2.684670142987463",".211819463240207","12.02935232549187","128.9127088725769","264.4042062398323","2.116004754322849","3.253335531652076","4.39890518939011","48819","2479","9.89","52.393","0.046","4.715",".725",".425","","1.16106"
"   167 Urda","2.85240070404957",".03735439703196525","2.212657604882228","166.214050445496","132.8562332517554","2.745850995656244","2.958950412442894","4.81752530688549","49350","2723","9.2","39.935","0.223","13.07",".837",".400","","1.73003"
"   168 Sibylla","3.372311794925392",".07363510608376508","4.670180375537908","205.960205911379","175.3246771666535","3.123991258158529","3.620632331692256","6.19298152668928","50894","2838","7.94","145.366","0.056","47.009",".745",".384","","2.12595"
"   169 Zelia","2.35800944853852",".1308888429383497","5.499467343071964","354.7517853239203","335.0260925114443","2.049372320181617","2.666646576895423","3.62098323230211","49065","2562","9.56","37.517","0.188","14.537",".848",".458","","1.0393"
"   170 Maria","2.553786541043368",".06362075663259845","14.37737873509672","301.2973546191732","158.4887337024437","2.391312709024043","2.716260373062694","4.0811738286939","43680","2055","9.39","33.136","0.282","13.120",".886",".447","","1.41245"
"   171 Ophelia","3.128918849784314",".1323067223601256","2.546754597754666","100.4774514030182","56.12841125997119","2.714941852238537","3.54289584733009","5.53477093581091","45591","2744","8.31","130.808","0.076","6.66535",".695",".341","","1.72612"
"   172 Baucis","2.38001822938843",".1140650205135889","10.01858780318177","331.9242583473015","359.679406901306","2.108541401230523","2.651495057546337","3.67179670256822","49871","2024","8.79","62.43","0.1382","27.417",".890",".499","","1.09701"
"   173 Ino","2.743253010441948",".2086987707696654","14.19554571988138","148.1742232343078","228.8737438979998","2.170739479252529","3.315766541631367","4.54367227319651","51191","2517","7.66","125.821","0.096","6.15",".705",".305","","1.19637"
"   174 Phaedra","2.862284602647187",".1411807875884903","12.12087237702294","327.6684776122331","289.3818847369056","2.458185008143048","3.266384197151325","4.84258691014025","51849","2331","8.48","64.849","0.169","5.744",".858",".484","","1.47493"
"   175 Andromache","3.182769241949296",".233064630297079","3.218737087793336","21.33736560197956","320.2304054632223","2.440978305253469","3.924560178645124","5.67826858324669","51716","2927","8.31","94.532","0.094","8.324",".706",".332","","1.43308"
"   176 Iduna","3.181049531565123",".1705969180648501","22.67339465005829","200.497304172127","188.5533956308909","2.638372285268478","3.723726777861768","5.67366709118024","51806","2755","8.2","106.976","0.106","11.2877","","","","1.64352"
"   177 Irma","2.774364873956327",".2342369617186164","1.381173186350983","347.1038212680768","38.95708847484058","2.124506075181945","3.424223672730709","4.62118726820565","43396","2662","9.49","69.049","0.061","13.856",".730",".350","","1.12827"
"   178 Belisana","2.460885293733386",".04327074567561515","1.893839555753245","51.10412609460169","211.6764474499118","2.354400952051388","2.567369635415385","3.86051512817899","48831","2678","9.4","35.81","0.2438","12.323",".904",".486","","1.33862"
"   179 Klytaemnestra","2.976110848969335",".1114579670459731","7.820759662990862","251.8829484353382","103.3073869757123","2.644399584039748","3.307822113898922","5.13430727823751","44018","2372","8.15","69.946","0.198","11.173",".832",".408","","1.65329"
"   180 Garumna","2.722264502642064",".1667281095295076",".8673395399900626","311.869436686871","176.206934198848","2.268386488477268","3.176142516806861","4.49162698655056","36648","2579","10.31","23.440","0.242","23.866",".829",".451","","1.28384"
"   181 Eucharis","3.125567380941131",".2062531221650397","18.88803842139363","143.0211928219201","318.8889893595792","2.480909350084817","3.770225411797445","5.52588065528497","46380","2408","7.84","115.383","0.101","52.23",".815",".379","","1.52686"
"   182 Elsa","2.415649161964826",".1862693275317512","2.005404692004783","107.1845149832358","310.8520592191069","1.965687817012999","2.865610506916652","3.75455950372529","42119","2363","9.12","39.520","0.196","80.088",".862",".425","",".97826"
"   183 Istria","2.790981913861323",".350495625123845","26.38797251886011","141.9401491055107","264.1196248853043","1.812754963253154","3.769208864469493","4.66276722948838","41452","2514","9.68","32.927","0.227","11.77",".842",".359","","1.00951"
"   184 Dejopeja","3.188001809161362",".06632124924669447","1.143016782327703","331.5647278418384","210.2318618407398","2.976569546577059","3.399434071745666","5.69227720037869","46244","2740","8.31","62.483","0.215","6.4416",".699",".227","","1.97954"
"   185 Eunike","2.737506641345277",".1290539581156067","23.23752856285748","153.8291753920556","223.7579857668615","2.384220573911909","3.090792708778646","4.52940311541813","49343","3168","7.62","160.464","0.062","21.797",".668",".331","","1.41717"
"   186 Celuta","2.361442585526953",".1501553501037968","13.18512007268964","14.75869413657325","315.6239597290416","2.006859347347138","2.716025823706768","3.62889404997494","49462","2266","8.91","49.99","0.1929","19.842",".859",".397","","1.01842"
"   187 Lamberta","2.726894088380614",".2415669504446844","10.58578523883303","21.69053498739143","196.8289739007838","2.068166599264871","3.385621577496357","4.50308980214336","42698","2474","8.16","147.294","0.044","10.670",".709",".348","","1.06396"
"   188 Menippe","2.761107145727388",".1790896514108202","11.70476641725669","240.8981545092019","70.14055434409305","2.266621429491145","3.255592861963631","4.58810229389531","40286","2140","9.22","35.752","0.242","11.98",".891",".386","","1.28314"
"   189 Phthia","2.451427600217214",".03637043353474534","5.176071048244297","203.4149085408131","167.2212158747369","2.362268115618273","2.540587084816154","3.83828138199383","50962","2641","9.33","38.490","0.170","22.346",".904",".491","","1.36098"
"   190 Ismene","3.985505452556881",".1664225780128626","6.177402734052965","175.4559970308651","271.2188038095361","3.322227360458044","4.648783544655717","7.95670604591798","45570","2500","7.59","159","0.066","6.52",".683",".269","","2.34662"
"   191 Kolga","2.893762679100764",".09083407912458429","11.50794189487628","159.3000410996541","226.6029072122963","2.630910410939556","3.156614947261972","4.92269092514384","49162","2581","9.07","94.536","0.046","17.604",".675",".258","","1.64621"
"   192 Nausikaa","2.403100507391992",".2450421320849725","6.797989328068001","343.1085347438661","30.67497086825389","1.814239635446179","2.991961379337805","3.72534162459112","50992","2316","7.13","98.776","0.327","13.625",".927",".487","",".817303"
"   193 Ambrosia","2.603086659355976",".2965189504990579","11.98025926374888","349.644021851914","82.1187872862811","1.831222135065644","3.374951183646309","4.19992119810999","37867","1788","9.68","26.302","0.343","6.581",".811",".306","",".889542"
"   194 Prokne","2.615394837473781",".2383234064026786","18.50864888845402","159.30290881663","163.0771465752561","1.99208503071905","3.238704644228513","4.22974412125354","51286","2717","7.68","161.667","0.057","15.679",".724",".341","",".985887"
"   195 Eurykleia","2.877853687886349",".04362852643819161","6.969878774216027","6.986817632916818","118.5996388107478","2.752297172179152","3.003410203593546","4.88215167641086","49299","2766","9.01","93.109","0.051","16.521",".704",".387","","1.77542"
"   196 Philomela","3.113336496290089",".0159065163775033","7.263022248485591","72.32192846863151","199.7515910260795","3.063814158323172","3.162858834257007","5.49347682032294","51225","3348","6.54","144.626","0.342","8.3340",".852",".451","","2.04839"
"   197 Arete","2.737722817951632",".1644326617576796","8.795436827188073","81.60526725602989","246.2647209492534","2.287551767841109","3.187893868062154","4.52993964580116","51214","2980","9.18","31.729","0.373","6.6084",".908",".496","","1.29195"
"   198 Ampella","2.459168421006407",".226901599728306","9.321124057005498","268.2600905068056","89.14961485907976","1.901179172278721","3.017157669734093","3.85647581538447","44068","2104","8.33","54.323","0.268","10.379",".885",".421","",".923875"
"   199 Byblis","3.165695986291986",".1803174391603301","15.48102087754679","88.5814601137341","180.2850530005244","2.59486579288368","3.736526179700292","5.63264020334961","51075","2267","8.5","76.129","0.107","5.2201","","","","1.57836"
"   200 Dynamene","2.740229643822867",".1318925899736652","6.892692637055213","324.3129647756194","86.18938645952592","2.378813658976455","3.101645628669279","4.53616290310296","51151","2335","8.26","128.301","0.053","37.394",".727",".375","","1.40089"
"   201 Penelope","2.67982143741685",".1797542836390151","5.754213070260588","156.9458315996446","180.6083763304917","2.198112054653508","3.161530820180192","4.38699346748105","51144","2662","8.43","85.877","0.040","3.7474",".720",".233","","1.18797"
"   202 Chryseis","3.068391547016625",".1039443930207654","8.850961203617926","136.7304086292111",".4322586004370335","2.749449450111934","3.387333643921315","5.37494925899845","51095","2303","7.42","86.15","0.2562","23.670",".875",".475","","1.76355"
"   203 Pompeja","2.736966153862299",".05844042518897288","3.17197164597625","347.729642497279","59.60862213475882","2.577016688102759","2.89691561962184","4.5280617680701","51099","2557","8.76","124.592","0.036","24.052",".702",".293","","1.58749"
"   204 Kallisto","2.670565668781328",".1743182828823622","8.287429590194721","205.1126349411645","55.19693952826559","2.205037247074779","3.136094090487876","4.3642849123784","51085","2671","8.89","48.566","0.194","19.489",".813",".415","","1.20236"
"   205 Martha","2.777709294572926",".03616131051829546","10.69505557085186","211.7903025230413","176.7311610168944","2.677263686242319","2.878154902903533","4.62954585734741","50949","2578","9.23","76.983","0.061","14.911",".688",".350","","1.68139"
"   206 Hersilia","2.741163844511538",".03819099998765599","3.77869303382896","145.0497111964608","302.5465443913712","2.636476056159635","2.845851632863441","4.5384828077553","51081","2771","8.68","113","0.057","11.122",".690",".345","","1.65529"
"   207 Hedda","2.283614902924909",".0289485027527264","3.803286447308202","29.20564123539705","194.0498500787472","2.21750767062142","2.349722135228398","3.45098049853468","50015","2863","9.92","57.880","0.058","30.098",".722",".389","","1.20835"
"   208 Lacrimosa","2.892140981036559",".01227707445639486","1.745380802865123","4.240098330983245","107.9311410078329","2.856633950873983","2.927648011199136","4.91855340558884","43176","2861","8.96","40.056","0.206","14.085",".841",".407","","1.87387"
"   209 Dido","3.147456337308046",".05637637205274007","7.1701437319557",".6687205858020085","249.2126045851633","2.970014167816213","3.324898506799879","5.5840303934451","51067","2428","8.24","179.008","0.028","5.7366",".691",".294","","1.96638"
"   210 Isabella","2.722062613666178",".1236348237064323","5.259841106902857","32.58102676522245","14.91173911149316","2.38552088230769","3.058604345024666","4.49112733277415","48997","2367","9.33","86.65","0.0436","6.672",".667",".248","","1.39508"
"   211 Isolda","3.040848688241124",".160731280864137","3.886319972761601","263.6281576977068","173.3744783575827","2.552089183666097","3.52960819281615","5.30274102681336","50868","2351","7.89","141.125","0.062","18.365",".711",".364","","1.56738"
"   212 Medea","3.12404050624521",".1023387029435032","4.264794634356963","313.0591563238913","102.9283386517388","2.80433025289311","3.44375075959731","5.52183196789439","50959","2622","8.28","136.12","0.0465","10.283",".704",".286","","1.81975"
"   213 Lilaea","2.752512722930466",".1447959796863268","6.801180142361454","122.0349130838175","162.0887448987142","2.35395994661467","3.151065499246262","4.56669708134776","50928","2541","8.64","82.096","0.092","12.042",".650",".221","","1.33801"
"   214 Aschera","2.610787657924717",".03109384853101772","3.435962119385689","341.9802282975725","131.2326339603559","2.529608221942556","2.691967093906879","4.2185726114071","50835","2617","9.2","24.957","1.000","6.835",".700",".217","","1.54778"
"   215 Oenone","2.767310775037963",".03437352442109833","1.681814808808774","24.93335660539281","315.6696502407432","2.672188550531427","2.862432999544499","4.60357373302512","41564","2886","9.4","35.210","0.243","27.937",".845",".451","","1.66245"
"   216 Kleopatra","2.793772620839401",".2509091006741018","13.11298700551144","215.3550172546718","180.0566243009477","2.092789645056659","3.494755596622143","4.66976243925045","50790","3033","7.30","122","0.1164","5.385",".713",".238","","1.09911"
"   217 Eudora","2.867110229276284",".3100813589208635","10.51876840567692","162.5725411724089","155.280542349986","1.978072793206385","3.756147665346183","4.8548385026329","48792","2632","9.9","65.392","0.049","25.272","","","",".96991"
"   218 Bianca","2.667498993481911",".1176752383508995","15.19587094086788","170.5914285208086","62.84494235018607","2.353600413623143","2.981397573340679","4.35676964964991","46018","2454","8.60","60.62","0.1746","6.337",".859",".443","","1.38756"
"   219 Thusnelda","2.353850192760853",".2233197747409502","10.86276121567952","200.8149757748285","142.7519292377475","1.828188897939557","2.879511487582148","3.61140696521045","44068","3023","9.32","37.674","0.189","59.74",".905",".482","",".833756"
"   220 Stephania","2.348694296283515",".2570983142764577","7.594573088256915","257.8847118033224","78.59760179725991","1.744848951958292","2.952539640608737","3.59954777357478","32296","2367","11.2","31.738","0.069","18.198","","","",".753942"
"   221 Eos","3.010967444252915",".1042781750066008","10.87905290836612","141.8202008739156","192.9950611982478","2.696989254161932","3.324945634343898","5.22477138154553","48869","2652","7.67","95.469","0.166","10.443",".768",".410","","1.68681"
"   222 Lucia","3.143280793628516",".1312438994761266","2.149276304807725","80.13895695886578","181.2787780559592","2.730744365124296","3.555817222132736","5.57292207668164","43861","3258","9.13","55.350","0.128","7.8371",".688",".395","","1.7149"
"   223 Rosa","3.101119682585177",".1158117433243672","1.93133732299053","47.92366898956983","62.99797083098539","2.74197360588748","3.460265759282875","5.46117374204051","48897","2873","9.68","79.806","0.020","20.283",".706",".285","","1.75957"
"   224 Oceana","2.645053694955506",".04378233740312505","5.841812595598518","352.7976298715331","284.8518845417982","2.529247061633581","2.76086032827743","4.30189634045488","43895","2445","8.59","58.236","0.166","9.401",".748",".201","","1.52034"
"   225 Henrietta","3.393519689645284",".2641022850379436","20.8601169297968","197.1068608115574","103.8060351815687","2.497283385288712","4.289755994001856","6.25149318850021","45392","2805","8.72","95.934","0.062","7.3556",".648",".282","","1.58027"
"   226 Weringia","2.711776061896482",".2038637970113612","15.96935572240533","134.9498655102245","154.1623307975955","2.158943097273749","3.264609026519214","4.46569374751496","49917","2493","9.9","31.494","0.352","11.147","","","","1.15262"
"   227 Philosophia","3.163841772660789",".1909545713184852","9.152389585456856","326.2103705943356","267.2679008957289","2.559691723242831","3.767991822078746","5.62769219722084","40645","2576","9.1","123.891","0.065","26.468","","","","1.56978"
"   228 Agathe","2.201790674049956",".2420271658206067","2.536220605781147","313.3113884953925","18.98904732053536","1.668897517479402","2.73468383062051","3.26717384775437","46327","2550","12.48","9.30","0.2082","6.484",".918",".596","",".657747"
"   229 Adelinda","3.420658412407884",".1391688110218102","2.078473015655284","28.04285351384099","310.8761016322525","2.944609448241326","3.896707376574442","6.32663476823725","49154","2997","9.13","105.912","0.035","6.60",".708",".253","","1.93541"
"   230 Athamantis","2.382303148404976",".06158372138053907","9.450957601552517","239.8533214440813","140.1272951892416","2.235592055069623","2.529014241740329","3.67708559362563","50019","2416","7.35","111.332","0.164","24.0055",".871",".440","","1.24762"
"   231 Vindobona","2.923830004425061",".1515777353131303","5.100631712178477","350.5093914921572","268.8582397989359","2.480642473913731","3.367017534936392","4.99961290118336","49044","2215","9.6","73.545","0.068","14.245","","","","1.47183"
"   232 Russia","2.551999876853237",".1750869751126981","6.06608584614336","152.2127751519902","52.03960518765304","2.105177937927026","2.998821815779448","4.07689170985212","38682","2459","10.25","49.863","0.033","21.905",".709",".366","","1.10881"
"   233 Asterope","2.660010424899046",".09895645629481353","7.690881547995483","221.9732461358341","126.0275858722188","2.396785219543776","2.923235630254317","4.33843615093789","44553","2480","8.21","99.672","0.094","19.70",".775",".321","","1.39984"
"   234 Barbara","2.385936886240215",".2454277887323079","15.37221639457534","144.5256922275337","192.1779549923473","1.800361672195431","2.971512100284999","3.68550181400047","49639","4332","9.02","45.476","0.205","26.4744",".897",".488","",".791683"
"   235 Carolina","2.881353705769517",".0623638560300972","9.032128601199364","66.01171798713257","207.7939234998768","2.70166137809112","3.061046033447914","4.8910608224756","49496","2688","8.9","57.517","0.177","17.610",".897",".541","","1.68878"
"   236 Honoria","2.797464141520094",".1908261969137335","7.694642610844821","185.8491804383471","174.6963967858692","2.263634698391273","3.331293584648916","4.67902100474","49319","2445","8.18","77.708","0.156","12.336",".852",".444","","1.25993"
"   237 Coelestina","2.763297120592727",".07110741627434262","9.747882129293687","84.24548221629571","199.8595075621348","2.566806201949048","2.959788039236407","4.59356196293612","49363","3710","9.24","41.08","0.2108","29.215",".787",".413","","1.552"
"   238 Hypatia","2.907010894430153",".08958052774885834","12.41114425830259","183.8817881017853","210.7422930631688","2.646599324335419","3.167422464524887","4.95653516031921","46343","2601","8.18","155.659","0.039","8.8749",".739",".383","","1.65788"
"   239 Adrastea","2.96702867299059",".2351677958133627","6.174215834885199","180.6244883473769","210.0301215905564","2.269279079848347","3.664778266132834","5.1108227253174","49207","2632","10.4","37.609","0.095","18.4707","","","","1.27631"
"   240 Vanadis","2.663769291370023",".2075704942633194","2.105523247711468","115.0691191984796","300.9987552739061","2.110849382956895","3.21668919978315","4.34763537911705","49291","2767","9.00","87.928","0.057","10.64",".705",".368","","1.12324"
"   241 Germania","3.049875422214259",".1027611533007727","5.505041520770382","270.3456211728531","80.4766019729575","2.736466706403841","3.363284138024677","5.32637025472457","49111","2329","7.58","168.90","0.0575","15.51",".689",".289","","1.73651"
"   242 Kriemhild","2.860763955931423",".1215433772708098","11.35194032601542","206.9097020685337","279.4380344436079","2.513057043152916","3.208470868709931","4.83872833905156","49166","2692","9.3","40.802","0.222","4.5478","","","","1.55855"
"   243 Ida","2.860693082948584",".04299574960051841","1.130194093556128","323.6345302837847","114.1360311537935","2.737695439470192","2.983690726426977","4.83854852712448","49157","3672","9.94","32","0.262","4.634",".802",".416","","1.75309"
"   244 Sita","2.174350709126826",".1369482617598576","2.845254307774561","208.9722974408092","166.4342814298089","1.876577159055593","2.472124259198058","3.20628847402458","49167","2453","11.9","11.077","0.256","129.51","","","",".876976"
"   245 Vera","3.096343736458328",".1964653645349323","5.178865262054786","61.0671281298167","331.5412507170183","2.488019435549588","3.704668037367068","5.44856270335291","49108","2427","7.82","75.949","0.228","14.38",".841",".476","","1.49521"
"   246 Asporina","2.693791386535246",".1098409078608543","15.62089766043485","162.2932666127995","96.14466199800249","2.397902895050465","2.989679878020027","4.42134232933802","49108","2637","8.62","50.891","0.193","16.222",".990",".602","","1.44368"
"   247 Eukrate","2.740643848647272",".2450097156962923","24.95242591038645",".06058557704754915","55.38193948143144","2.069159478465411","3.412128218829132","4.53719145096396","49092","1690","8.04","130.935","0.064","12.093",".691",".295","","1.15489"
"   248 Lameia","2.471066720184321",".0657921421443973","4.061011403847032","246.7910966520027","10.98411445545378","2.308489947281664","2.633643493086977","3.88449806900548","49019","3058","10.2","50.120","0.062","11.912",".830",".340","","1.29322"
"   249 Ilse","2.376788296108131",".2179493390833306","9.620348048088236","334.7128306870516","42.25115140335947","1.858768857830368","2.894807734385894","3.66432472171587","48817","2478","11.33","34.83","0.0428","84.94",".750",".330","",".87032"
"   250 Bettina","3.142700416300751",".135085089482919","12.82049612755487","23.82498523788281","76.08572654394503","2.718168449346757","3.567232383254745","5.57137866621492","48928","2149","7.58","120.995","0.112","5.0545",".728",".262","","1.77023"
"   251 Sophia","3.096720675933862",".09826582127382322","10.5090750481479","156.1391379382267","285.9184864871081","2.792418875457592","3.401022476410132","5.4495576708274","48894","2781","9.9","27.495","0.234","20.216","","","","1.83158"
"   252 Clementina","3.160391016019052",".06625184314713506","10.03542758025498","201.9575005627534","158.6317173893746","2.951009286142142","3.369772745895961","5.61848764397373","48889","2697","9.7","65.344","0.047","10.864","","","","1.95054"
"   253 Mathilde","2.648975057767246",".2629101437786411","6.73863209719689","179.5549998357581","157.6800372552918","1.952532644463625","3.345417471070867","4.31146639972057","48833","3751","10.3","52.8","0.0436","417.7","","","",".944681"
"   254 Augusta","2.194435761227358",".1218092416478119","4.512752492994952","28.46450923197795","233.336419240066","1.927133205307415","2.461738317147301","3.25081691120605","48616","2901","12.13","12.467","0.170","5.8949",".845",".505","",".9156"
"   255 Oppavia","2.745984112717449",".07874791189400898","9.463292812056057","13.60862121856455","155.7228653996958","2.529743597746827","2.962224627688071","4.55045928210103","48718","2465","10.39","56.939","0.038","19.499",".764",".275","","1.53813"
"   256 Walpurga","3.000546576941136",".0660662206340519","13.32499501117488","182.9334729221236","47.09822176972911","2.802311804766194","3.198781349116078","5.19767070034555","48537","2432","9.9","66.634","0.050","16.664","","","","1.81281"
"   257 Silesia","3.125705544627223",".1106357286151868","3.615904953937903","34.23646077740134","29.98761880818589","2.77989083426086","3.471520254993585","5.52624706130875","48713","2804","9.47","72.66","0.0545","15.7095",".761",".384","","1.79359"
